SHIPPING_MODE,SHIPPING_PRICE,WARRANTIES_FLG,CARD_PAYMENT,COUPON_PAYMENT,PRICECLUB_STATUS,BUYER_BIRTHDAY_DATE,PURCHASE_COUNT,SELLER_SCORE_COUNT,SELLER_COUNTRY,PRODUCT_FAMILY,ITEM_PRICE,CLAIM_TYPE
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1968,<5,1000<10000,CHINA,ELECTRONICS,20<50,non
RECOMMANDE,5<10,non,1,0,UNSUBSCRIBED,1992,<5,<100,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1982,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1984,<5,100000<1000000,GERMANY,BOOKS,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1969,5<20,1000<10000,"FRANCE, METROPOLITAN",WHITE,20<50,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1980,100<500,100000<1000000,GERMANY,VIDEO,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1992,<5,100<1000,ITALY,COMPUTER,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1971,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
SUIVI,Inconnu,non,1,0,REGULAR,1956,5<20,10000<100000,"FRANCE, METROPOLITAN",WHITE,20<50,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1947,<5,1000<10000,"FRANCE, METROPOLITAN",COMPUTER,10<20,oui
NORMAL,Inconnu,non,1,1,REGULAR,1996,20<50,10000<100000,UNITED STATES,MUSIC,10<20,non
NORMAL,<1,non,1,0,SILVER,1968,100<500,1000<10000,"FRANCE, METROPOLITAN",MUSIC,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1956,20<50,1000<10000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1946,20<50,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1995,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1971,<5,10000<100000,HONG KONG,ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,0,PLATINUM,1997,20<50,100<1000,"FRANCE, METROPOLITAN",ELECTRONICS,100<500,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1954,100<500,100<1000,LUXEMBOURG,COMPUTER,<10,non
NORMAL,Inconnu,non,0,0,REGULAR,1977,50<100,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1987,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,1,GOLD,1987,5<20,100000<1000000,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,1,PLATINUM,1987,5<20,10000<100000,CHINA,WHITE,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1982,100<500,100000<1000000,GERMANY,MUSIC,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1994,5<20,10000<100000,HONG KONG,ELECTRONICS,20<50,oui
NORMAL,<1,non,1,0,PLATINUM,1986,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1959,<5,1000<10000,CHINA,ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,1,REGULAR,1957,5<20,1000<10000,CHINA,ELECTRONICS,100<500,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1979,5<20,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
RECOMMANDE,5<10,non,1,0,REGULAR,1989,<5,1000<10000,"FRANCE, METROPOLITAN",BABY,10<20,oui
NORMAL,Inconnu,non,1,0,GOLD,1949,20<50,100<1000,CHINA,BABY,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1981,<5,1000<10000,CHINA,ELECTRONICS,10<20,non
RECOMMANDE,Inconnu,non,1,1,GOLD,1980,100<500,100000<1000000,"FRANCE, METROPOLITAN",WHITE,500<1000,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1986,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1962,5<20,100000<1000000,"FRANCE, METROPOLITAN",MUSIC,<10,non
MONDIAL_RELAY_PREPAYE,1<5,non,0,0,SILVER,1979,20<50,10000<100000,"FRANCE, METROPOLITAN",GAMES,10<20,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1954,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1971,<5,1000<10000,CHINA,SPORT,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1972,20<50,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
SUIVI,10<20,non,1,0,UNSUBSCRIBED,1979,<5,1000<10000,"FRANCE, METROPOLITAN",COMPUTER,10<20,non
NORMAL,Inconnu,non,1,0,REGULAR,1972,<5,100<1000,HONG KONG,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,1,UNSUBSCRIBED,1982,<5,1000<10000,CHINA,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1981,20<50,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,0,0,PLATINUM,1989,<5,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1962,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
CHRONOPOST,10<20,non,1,0,UNSUBSCRIBED,1939,<5,100<1000,"FRANCE, METROPOLITAN",BABY,100<500,non
NORMAL,Inconnu,non,0,0,PLATINUM,1964,5<20,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1994,<5,10000<100000,HONG KONG,BABY,<10,non
NORMAL,1<5,non,1,0,PLATINUM,1988,>500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,Inconnu,non,0,0,PLATINUM,1957,>500,100000<1000000,GERMANY,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1986,<5,10000<100000,HONG KONG,MUSIC,10<20,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1973,100<500,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,1<5,non,1,0,REGULAR,1980,<5,1000<10000,"FRANCE, METROPOLITAN",GAMES,10<20,oui
SUIVI,1<5,non,1,0,PLATINUM,1971,100<500,10000<100000,"FRANCE, METROPOLITAN",MUSIC,<10,non
NORMAL,<1,non,1,0,PLATINUM,1975,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1936,100<500,100000<1000000,"FRANCE, METROPOLITAN",MUSIC,<10,non
SUIVI,1<5,non,1,0,UNSUBSCRIBED,1978,5<20,10000<100000,"FRANCE, METROPOLITAN",GAMES,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,2e3,<5,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,oui,1,1,UNSUBSCRIBED,1973,<5,1000<10000,GERMANY,SPORT,50<100,oui
RECOMMANDE,5<10,oui,1,0,UNSUBSCRIBED,1993,<5,100<1000,"FRANCE, METROPOLITAN",SPORT,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1987,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1992,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1981,5<20,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1985,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
SO_POINT_RELAIS,5<10,non,1,0,UNSUBSCRIBED,1973,<5,10000<100000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1969,5<20,100000<1000000,GERMANY,BOOKS,10<20,non
SUIVI,5<10,non,1,0,REGULAR,1990,20<50,<100,"FRANCE, METROPOLITAN",WHITE,20<50,oui
RECOMMANDE,Inconnu,oui,1,0,UNSUBSCRIBED,1984,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1991,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,<1,non,0,0,PLATINUM,1970,100<500,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
SO_POINT_RELAIS,Inconnu,non,1,0,PLATINUM,1966,>500,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1999,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,non
MONDIAL_RELAY_PREPAYE,1<5,non,1,0,UNSUBSCRIBED,1988,<5,10000<100000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1968,5<20,1000<10000,HONG KONG,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1969,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1999,5<20,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,<10,non
RECOMMANDE,Inconnu,non,1,1,UNSUBSCRIBED,1994,<5,10000<100000,SPAIN,VIDEO,20<50,non
NORMAL,5<10,non,1,0,UNSUBSCRIBED,1968,<5,1000<10000,"FRANCE, METROPOLITAN",BABY,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1977,>500,100000<1000000,GERMANY,GAMES,<10,oui
NORMAL,<1,non,1,0,REGULAR,1971,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
MONDIAL_RELAY,Inconnu,non,1,0,UNSUBSCRIBED,1963,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1965,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,1<5,non,1,0,GOLD,1999,5<20,10000<100000,UNITED KINGDOM,COMPUTER,10<20,oui
NORMAL,5<10,non,1,0,SILVER,1958,20<50,10000<100000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
SUIVI,1<5,non,1,0,UNSUBSCRIBED,1963,100<500,10000<100000,"FRANCE, METROPOLITAN",GAMES,20<50,non
MONDIAL_RELAY,<1,non,1,1,REGULAR,1980,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,1<5,non,1,0,PLATINUM,1990,50<100,10000<100000,UNITED STATES,GAMES,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1996,<5,<100,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1992,100<500,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,0,0,REGULAR,1987,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1971,100<500,1000<10000,HONG KONG,CLOTHING,<10,non
EXPRESS_DELIVERY,Inconnu,non,0,0,UNSUBSCRIBED,1973,<5,10000<100000,ANDORRA,WHITE,50<100,non
RECOMMANDE,5<10,non,1,0,UNSUBSCRIBED,1975,<5,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,20<50,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1987,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1996,<5,100<1000,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,REGULAR,1988,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
MONDIAL_RELAY_PREPAYE,10<20,non,1,0,UNSUBSCRIBED,1946,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,100<500,oui
RECOMMANDE,Inconnu,non,1,1,REGULAR,1992,<5,1000<10000,CHINA,ELECTRONICS,100<500,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1986,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1974,<5,10000<100000,UNITED STATES,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1987,20<50,100000<1000000,GERMANY,BOOKS,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1980,5<20,1000<10000,SPAIN,ELECTRONICS,<10,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1986,<5,10000<100000,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,SILVER,1986,5<20,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,non
NORMAL,Inconnu,non,0,0,UNSUBSCRIBED,1971,100<500,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,1<5,non,1,0,SILVER,2e3,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
SO_POINT_RELAIS,1<5,non,1,0,UNSUBSCRIBED,1950,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,1,UNSUBSCRIBED,1984,<5,100000<1000000,GERMANY,BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1992,20<50,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1967,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1964,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1960,5<20,1000<10000,HONG KONG,ELECTRONICS,500<1000,non
NORMAL,Inconnu,non,1,0,PLATINUM,1978,100<500,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,REGULAR,1990,<5,1000<10000,CHINA,ELECTRONICS,<10,oui
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1994,<5,10000<100000,ANDORRA,VIDEO,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1971,<5,10000<100000,HONG KONG,SPORT,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1952,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,<1,non,1,0,PLATINUM,1974,100<500,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,oui
SO_POINT_RELAIS,<1,non,1,0,PLATINUM,1974,>500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1988,5<20,100000<1000000,GERMANY,BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,0,0,REGULAR,1996,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,REGULAR,1996,<5,100<1000,CHINA,CLOTHING,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1979,5<20,1000<10000,CHINA,HIFI,10<20,non
NORMAL,Inconnu,non,1,0,GOLD,1959,5<20,1000<10000,CHINA,COMPUTER,10<20,non
NORMAL,Inconnu,non,1,0,SILVER,1977,20<50,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,20<50,<100,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1997,<5,10000<100000,"FRANCE, METROPOLITAN",GAMES,20<50,oui
MONDIAL_RELAY,Inconnu,non,1,0,PLATINUM,1977,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1972,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
RECOMMANDE,Inconnu,oui,1,0,UNSUBSCRIBED,1995,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,1,PLATINUM,1952,100<500,100000<1000000,GERMANY,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,REGULAR,1976,20<50,100000<1000000,GERMANY,GAMES,<10,oui
NORMAL,Inconnu,oui,1,0,UNSUBSCRIBED,1997,<5,1000<10000,UNITED KINGDOM,ELECTRONICS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1982,5<20,10000<100000,HONG KONG,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,GOLD,1993,5<20,10000<100000,HONG KONG,GAMES,<10,non
NORMAL,1<5,oui,1,0,UNSUBSCRIBED,1965,<5,1000<10000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1979,<5,1000<10000,UNITED KINGDOM,CLOTHING,20<50,non
NORMAL,Inconnu,non,1,0,REGULAR,1953,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
RECOMMANDE,Inconnu,oui,1,0,UNSUBSCRIBED,1999,<5,1000<10000,"FRANCE, METROPOLITAN",GAMES,50<100,non
SUIVI,5<10,non,1,0,UNSUBSCRIBED,1979,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1982,<5,100<1000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1960,<5,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,5<10,non,1,0,PLATINUM,1979,100<500,1000<10000,SPAIN,ELECTRONICS,10<20,non
NORMAL,5<10,non,1,0,UNSUBSCRIBED,1983,<5,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,20<50,non
MONDIAL_RELAY_PREPAYE,1<5,non,1,0,UNSUBSCRIBED,1944,<5,1000<10000,"FRANCE, METROPOLITAN",BOOKS,50<100,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1980,<5,100<1000,CHINA,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1962,100<500,100000<1000000,GERMANY,BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1978,<5,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,<10,non
EXPRESS_DELIVERY,10<20,non,1,0,PLATINUM,1995,50<100,100000<1000000,"FRANCE, METROPOLITAN",GAMES,50<100,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1985,<5,100<1000,CHINA,BABY,<10,non
NORMAL,<1,non,1,0,GOLD,1990,5<20,10000<100000,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1942,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1970,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1989,<5,100000<1000000,GERMANY,GAMES,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1979,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1974,5<20,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
SUIVI,5<10,non,1,0,UNSUBSCRIBED,1958,<5,10000<100000,"FRANCE, METROPOLITAN",SPORT,<10,oui
SUIVI,<1,non,1,0,UNSUBSCRIBED,1969,5<20,1000<10000,CHINA,ELECTRONICS,10<20,non
NORMAL,5<10,non,1,0,UNSUBSCRIBED,1966,<5,100<1000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
RECOMMANDE,Inconnu,non,1,0,PLATINUM,1974,50<100,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,50<100,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1946,<5,10000<100000,"FRANCE, METROPOLITAN",WHITE,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,<5,100000<1000000,GERMANY,BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1976,5<20,1000<10000,HONG KONG,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1966,5<20,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1968,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1988,<5,1000<10000,"FRANCE, METROPOLITAN",SPORT,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1989,5<20,1000<10000,CHINA,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1975,100<500,100000<1000000,GERMANY,BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,1,UNSUBSCRIBED,1973,<5,1000<10000,GERMANY,SPORT,20<50,oui
RECOMMANDE,Inconnu,non,1,0,REGULAR,1965,<5,1000<10000,HONG KONG,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1972,5<20,100000<1000000,SWITZERLAND,VIDEO,<10,oui
NORMAL,Inconnu,non,1,1,UNSUBSCRIBED,1986,<5,1000<10000,CHINA,WHITE,<10,non
SUIVI,5<10,non,1,0,UNSUBSCRIBED,1972,50<100,1000<10000,"FRANCE, METROPOLITAN",GAMES,10<20,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1986,100<500,100<1000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1967,<5,10000<100000,"FRANCE, METROPOLITAN",HIFI,10<20,oui
NORMAL,Inconnu,non,1,0,SILVER,1987,5<20,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1976,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,1<5,non,1,0,GOLD,1993,5<20,10000<100000,SWITZERLAND,VIDEO,20<50,non
NORMAL,1<5,non,1,0,GOLD,1964,50<100,1000<10000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1979,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,1976,<5,10000<100000,HONG KONG,COMPUTER,50<100,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1999,5<20,<100,SPAIN,CLOTHING,50<100,non
NORMAL,<1,non,1,0,PLATINUM,1965,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
NORMAL,Inconnu,non,1,0,PLATINUM,1961,20<50,100000<1000000,GERMANY,BOOKS,<10,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1968,50<100,10000<100000,ANDORRA,VIDEO,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1973,<5,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,<10,oui
NORMAL,1<5,non,1,0,PLATINUM,1968,20<50,10000<100000,SWITZERLAND,MUSIC,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1974,5<20,10000<100000,GERMANY,SPORT,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1992,<5,10000<100000,HONG KONG,WHITE,10<20,non
NORMAL,Inconnu,non,1,0,GOLD,1997,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,1,PLATINUM,1967,100<500,10000<100000,UNITED STATES,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1995,5<20,1000<10000,CHINA,ELECTRONICS,10<20,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1991,<5,1000<10000,HONG KONG,HIFI,100<500,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1953,20<50,10000<100000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1991,<5,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1973,<5,1000<10000,JAPAN,HIFI,100<500,non
SUIVI,Inconnu,non,0,0,PLATINUM,1990,50<100,100000<1000000,"FRANCE, METROPOLITAN",HIFI,10<20,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1957,100<500,<100,CHINA,CLOTHING,20<50,non
MONDIAL_RELAY,Inconnu,non,1,0,PLATINUM,1963,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1985,20<50,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1958,<5,100<1000,CHINA,SPORT,20<50,oui
RECOMMANDE,5<10,non,1,0,PLATINUM,1966,>500,100<1000,"FRANCE, METROPOLITAN",HIFI,50<100,oui
NORMAL,Inconnu,non,1,0,REGULAR,1987,<5,1000<10000,CHINA,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,SILVER,1952,50<100,10000<100000,UNITED STATES,MUSIC,<10,non
MONDIAL_RELAY,Inconnu,non,1,0,UNSUBSCRIBED,1982,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1968,5<20,100000<1000000,"FRANCE, METROPOLITAN",MUSIC,20<50,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1968,<5,100000<1000000,"FRANCE, METROPOLITAN",BABY,20<50,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1975,20<50,100000<1000000,GERMANY,BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1978,<5,1000<10000,CHINA,WHITE,10<20,oui
RECOMMANDE,Inconnu,non,1,1,SILVER,1992,5<20,1000<10000,CHINA,ELECTRONICS,100<500,non
